Company,Symbol,Sector,SecurityId,1Y Return %,6M Return %,1M Return %,1W Return %,1D Return %,PDH,PDL,PDC,Trend
ICICI Lombard General Insurance Company Ltd.,ICICIGI,Financial Services,21770,-14.823874755381594,-17.335795304668945,-3.498183161914144,-3.277777777777772,0.3137003841229251,1589.0,1550.1,1562.0,BEARISH
ICICI Prudential Life Insurance Company Ltd.,ICICIPRULI,Financial Services,18652,-13.80345086271569,-20.88593068625201,0.3201396973224636,1.134474327628353,2.183794466403153,510.4,502.45,506.0,MIXED
IDBI Bank Ltd.,IDBI,Financial Services,1476,6.081475428971627,-20.829340534889806,8.51343283582089,3.354941430683485,-1.921001510900066,93.8,91.55,92.66,MIXED
IDFC First Bank Ltd.,IDFCFIRSTB,Financial Services,11184,26.445065450801597,19.76873780997492,1.5233821445441567,0.093142391430898,3.4287776708373365,84.23,82.95,83.12,BULLISH
IFCI Ltd.,IFCI,Financial Services,1491,75.60689115113549,59.21192758253461,17.193624248758812,8.75363724539282,-0.28901734104045235,92.45,83.57,89.96,BULLISH
IIFL Finance Ltd.,IIFL,Financial Services,11809,51.251169317118794,29.47947947947948,6.259755195925412,-7.1295232624928175,-1.8960940462646947,667.35,615.0,659.25,MIXED
IRB Infrastructure Developers Ltd.,IRB,Construction,15313,-9.743589743589745,-3.054581872809211,-3.200000000000003,2.379693283976728,1.5207131620346048,19.41,19.04,19.07,MIXED
IRCON International Ltd.,IRCON,Construction,4986,-25.542664670658677,-12.363262609206375,-5.2543852686721095,-3.0300568643379284,-2.4754901960784323,123.89,122.2,122.4,BEARISH
ITC Hotels Ltd.,ITCHOTELS,Consumer Services,29251,-32.8537874339401,-7.204961743565967,-1.4042002833035667,-2.7340664681936935,-1.6223191790081648,164.95,161.95,162.73,BEARISH
ITC Ltd.,ITC,Fast Moving Consumer Goods,1660,-37.64490543014033,-18.8631311527469,-9.07473309608541,-5.26510938079347,-3.9473684210526314,269.0,264.8,266.0,BEARISH
ITI Ltd.,ITI,Telecommunication,1675,-4.645433749780042,4.011516314779266,-2.078062883989881,-2.885304659498212,-1.6515426497277719,279.55,274.6,275.5,MIXED
Indegene Ltd.,INDGN,Healthcare,23693,12.78812465425042,27.44035837066361,18.732408036494224,7.9414100414718085,5.648156144744784,587.15,565.5,578.95,BULLISH
India Cements Ltd.,INDIACEM,Construction Materials,1515,-2.8440366972477125,-6.825037707390658,-6.871859296482417,0.7885791978246028,0.24340770791074434,371.9,363.1,369.75,MIXED
Indiamart Intermesh Ltd.,INDIAMART,Consumer Services,10726,-32.411828122593555,-16.95524647554168,-2.4669407711967923,0.5383734249713683,-0.08537765382207296,1774.0,1752.5,1756.9,MIXED
Indian Bank,INDIANB,Financial Services,14309,37.6129229826979,-7.976245328418571,7.44172145845786,3.251191912229302,1.8529011786038103,883.95,872.45,882.4,MIXED
Indian Energy Exchange Ltd.,IEX,Financial Services,220,-13.805436337625185,-0.8393680052666195,-8.877797943133704,-2.040484513454195,-1.0673234811165822,122.24,121.07,121.8,BEARISH
Indian Hotels Co. Ltd.,INDHOTEL,Consumer Services,1512,-2.709473267848911,13.34869431643625,-0.08801029043395536,1.2347372753464125,4.459229898074745,716.9,703.55,706.4,MIXED
Indian Oil Corporation Ltd.,IOC,Oil Gas & Consumable Fuels,1624,1.8372127067779174,-22.321478421082023,-0.7419561960476508,0.454873646209383,1.4806710430342824,137.57,136.23,137.1,MIXED
Indian Overseas Bank,IOB,Financial Services,9348,-14.75452874770282,-7.755681818181828,-4.218289085545722,-2.139843279083788,-1.0362694300518238,33.0,32.62,32.81,BEARISH
Indian Railway Catering And Tourism Corporation Ltd.,IRCTC,Consumer Services,13611,-30.450177035913008,-15.414359785569918,-1.745610453246225,-0.3932526130601216,-0.9060022650056578,489.0,484.7,485.65,BEARISH
Indian Railway Finance Corporation Ltd.,IRFC,Financial Services,2029,-29.438658877317753,-16.10630159049728,-6.517106001121707,-3.0817536922897912,-0.6674612634088227,84.99,83.65,83.9,BEARISH
Indian Renewable Energy Development Agency Ltd.,IREDA,Financial Services,20261,-17.08185053380783,0.49167601138617545,-2.583828079270845,0.953206239168106,-0.44436848401982226,117.9,115.77,117.02,MIXED
Indraprastha Gas Ltd.,IGL,Oil Gas & Consumable Fuels,11262,-27.208087452839315,-9.77276815156783,-0.9803921568627324,1.8751692391010089,1.9510873247069949,148.66,147.21,147.61,MIXED
Indus Towers Ltd.,INDUSTOWER,Telecommunication,29135,14.82575310100413,-13.320700033441089,-0.5880848887752522,3.887775551102207,2.3157894736842133,385.7,378.75,380.0,MIXED
IndusInd Bank Ltd.,INDUSINDBK,Financial Services,5258,37.47126436781609,7.862068965517244,0.40989678502641885,-0.17674783974862082,2.273641851106642,1000.6,987.3,994.0,MIXED
Info Edge (India) Ltd.,NAUKRI,Consumer Services,13751,-3.3208158456667336,31.497245868803205,7.07441386340469,-2.6686434395848777,-3.0280649926144756,1369.4,1339.0,1354.0,MIXED
Infosys Ltd.,INFY,Information Technology,1594,-22.849755035383776,-12.033516952440076,0.327404654455362,0.33628318584070394,-0.8916083916083956,1145.0,1123.3,1144.0,MIXED
Inox Wind Ltd.,INOXWIND,Capital Goods,7852,-49.05154937735303,-21.1010202937549,-9.943690811364213,-4.5830508474576215,-1.977991363699682,72.48,71.27,71.79,BEARISH
Intellect Design Arena Ltd.,INTELLECT,Information Technology,5926,-30.316209578387227,-0.373079736649591,-5.41047367689956,-0.952727272727266,0.18390466382227452,689.6,677.0,679.7,BEARISH
InterGlobe Aviation Ltd.,INDIGO,Services,11195,-7.297201558625575,15.786213609415107,1.218333011023013,2.326490713587488,1.316298877274487,5200.5,5137.5,5166.0,MIXED
International Gemological Institute Ltd.,IGIL,Services,28378,2.495114985720731,4.682222904513356,-3.5365681143018817,0.08806693086746262,0.5900575306092344,346.8,337.45,338.95,MIXED
Inventurus Knowledge Solutions Ltd.,IKS,Information Technology,28125,14.535728437458717,28.800594132937242,-6.1982800584131175,-3.079244439476927,-1.5720771850170285,1778.0,1740.5,1762.0,MIXED
Ipca Laboratories Ltd.,IPCALAB,Healthcare,1633,42.653857266685925,30.528750826173173,12.993477514589777,2.837950426994376,1.2613444085525374,1977.3,1929.8,1950.3,BULLISH
J.K. Cement Ltd.,JKCEMENT,Construction Materials,13270,-26.106672424962213,-8.470042796005705,-5.712711241734019,-1.5818234109864826,-0.686853052142788,5244.5,5132.0,5168.5,BEARISH
JBM Auto Ltd.,JBMA,Automobile and Auto Components,11655,4.899571392553992,18.357671154940274,-5.202399939242045,-5.646685312570869,-2.719975060400582,650.7,640.1,641.55,MIXED
JK Tyre & Industries Ltd.,JKTYRE,Automobile and Auto Components,14435,18.05858522904333,-20.70120355834641,-5.228267667292052,-0.9801359121798222,-0.36817882971728527,382.55,377.6,380.25,MIXED
JM Financial Ltd.,JMFINANCIL,Financial Services,13637,-27.88483209375704,1.8785321977234735,4.7724296005239015,-1.16602316602317,-1.0054915306674894,132.5,128.6,129.29,MIXED
JSW Cement Ltd.,JSWCEMENT,Construction Materials,758460,-15.098026005524495,2.338801364300792,-5.31930879038317,-0.6073034150958357,0.6228042159054624,127.2,124.7,125.24,MIXED
JSW Dulux Ltd.,JSWDULUX,Consumer Durables,1467,-7.215739166129125,9.388502886376989,7.680005444399068,1.3320951679528614,1.7262440529767202,3139.0,3100.3,3110.8,MIXED
JSW Energy Ltd.,JSWENERGY,Power,17869,6.541099396048724,8.12383129025555,-6.175065356531146,-4.461171286946955,-2.7834858957593833,542.0,535.3,535.3,MIXED
JSW Infrastructure Ltd.,JSWINFRA,Services,19020,14.864864864864865,35.08144616607073,8.834827144686308,-0.05878894767783323,-0.8601837002478463,344.85,337.5,342.95,MIXED
JSW Steel Ltd.,JSWSTEEL,Metals & Mining,11723,27.381648158971377,3.1878797443383644,2.9685039370078776,-1.4544084400904262,-2.0376058131695287,1344.0,1320.4,1334.9,MIXED
Jaiprakash Power Ventures Ltd.,JPPOWER,Power,11763,-10.549211528004356,13.683483068417404,-10.060142154182614,-3.801169590643287,-2.1997621878715874,16.98,16.76,16.82,MIXED
Jammu & Kashmir Bank Ltd.,J&KBANK,Financial Services,5633,49.2923574605742,23.138497456849827,-5.333333333333329,1.0054031871964975,-1.5532297846810106,152.39,149.0,150.01,MIXED
Jindal Saw Ltd.,JINDALSAW,Capital Goods,3024,56.951695473668195,73.57062780269057,20.509826814555357,7.798085291557869,0.3402462734931803,311.2,305.05,308.6,BULLISH
Jindal Stainless Ltd.,JSL,Metals & Mining,11236,-7.969067435611779,-10.365736899214916,-4.443385955362,-0.03559225512528474,-0.42544139544777704,707.55,697.0,705.15,BEARISH
Jindal Steel Ltd.,JINDALSTEL,Metals & Mining,6733,26.12603087333476,-3.6274034577476058,8.209361393323658,3.8207136640557082,1.1618046132971545,1191.9,1170.0,1179.2,MIXED
Jio Financial Services Ltd.,JIOFIN,Financial Services,18143,-22.569778633301247,-3.0722891566265083,-5.891756999142162,-0.2685950413223164,1.2374161073825456,240.0,237.6,238.4,BEARISH
Jubilant Foodworks Ltd.,JUBLFOOD,Consumer Services,18096,-20.98765432098765,-1.9084346880253094,13.177410154021677,-2.342980901752309,1.13161382403915,502.7,490.05,490.45,MIXED
Jubilant Ingrevia Ltd.,JUBLINGREA,Chemicals,2783,-6.961676316515026,18.632448584988577,-8.264238140546427,-4.702061564529803,-1.2582297000731562,698.0,681.0,683.5,MIXED
Jubilant Pharmova Ltd.,JUBLPHARMA,Healthcare,3637,-13.801192454305546,3.710236961251244,-5.694273645939154,-2.3041985155644253,-0.08497139296436866,895.0,871.1,882.65,MIXED
Jupiter Wagons Ltd.,JWL,Capital Goods,20224,-24.24814989765391,-6.564381433288008,-7.195216049382708,-2.945329836594708,-1.8563851489188017,247.7,244.5,245.1,BEARISH
Jyoti CNC Automation Ltd.,JYOTICNC,Capital Goods,21334,9.191176470588234,23.888681359731045,23.038397328881477,1.4996174445294614,-4.2765056763517455,1048.0,1014.55,1039.4,BULLISH
K.P.R. Mill Ltd.,KPRMILL,Textiles,14912,19.383617193836166,35.691651783142234,12.173747380453417,5.870718331385414,4.193947973809933,1138.0,1100.6,1130.2,BULLISH
KEI Industries Ltd.,KEI,Capital Goods,13310,50.640319109851475,10.263157894736846,14.828965793158636,4.483072442664728,3.0574506283662513,5570.0,5487.4,5570.0,BULLISH
KPIT Technologies Ltd.,KPITTECH,Information Technology,9683,-50.860982780344386,-22.439509446470005,-2.2393048128342206,0.32584462356370725,-4.003938299967177,613.45,589.4,609.4,MIXED
Kajaria Ceramics Ltd.,KAJARIACER,Consumer Durables,1808,2.910052910052914,33.04831124412141,3.8804973712759745,3.2514930325149343,2.4105306458247595,1229.9,1202.0,1215.5,BULLISH
Kalpataru Projects International Ltd.,KPIL,Construction,1814,12.161729383506813,19.022939677145292,8.630583126550883,0.8639930880552956,1.0531630960109744,1404.9,1382.0,1386.3,BULLISH
Kalyan Jewellers India Ltd.,KALYANKJIL,Consumer Durables,2955,19.210552414955874,49.595519601742375,-1.8935683969964126,-1.143186117279389,-2.4033777200389665,635.5,613.0,615.8,MIXED
Karur Vysya Bank Ltd.,KARURVYSYA,Financial Services,1838,62.39196449427704,10.244211861719,1.5038691779821973,2.7946177731775976,0.4624277456647464,350.85,344.45,346.0,BULLISH
Kaynes Technology India Ltd.,KAYNES,Capital Goods,12092,-39.817083129185036,-1.3809345394208614,-3.1435630552489067,-4.041456174157592,-6.545611321041818,4053.5,3930.3,3943.1,BEARISH
Kec International Ltd.,KEC,Construction,13260,-48.4593490904591,-26.270136307311027,-11.184561253865015,-3.442679958270551,-2.184124001878819,427.0,421.0,425.8,BEARISH
Kfin Technologies Ltd.,KFINTECH,Financial Services,13359,-5.013709361535453,3.632478632478633,3.422539716387677,0.010310341272298457,2.11063740196852,964.15,942.6,949.95,MIXED
Kirloskar Oil Eng Ltd.,KIRLOSENG,Capital Goods,20936,133.66909677778395,49.370330843116335,-4.128230888665636,1.5036503408596387,-1.1162922142150544,2144.4,2090.4,2123.1,MIXED
Kotak Mahindra Bank Ltd.,KOTAKBANK,Financial Services,1922,6.973422435341522,1.5250544662309258,7.455803228285925,4.471291568065759,-1.014869011092757,426.2,421.0,423.7,BULLISH
Krishna Institute of Medical Sciences Ltd.,KIMS,Healthcare,4847,4.365243818206938,5.200863329388014,-6.114079781284956,-1.4158021791609607,-2.0103761348897535,785.6,763.3,771.0,MIXED
L&T Finance Ltd.,LTF,Financial Services,24948,47.817277583348684,16.388687454677296,3.132530120481928,1.6305208168434309,2.1317212853961145,322.4,314.3,314.3,BULLISH
L&T Technology Services Ltd.,LTTS,Information Technology,18564,-14.563750443944592,4.797862453531606,1.4906902176970243,0.6639513474306807,1.1124499117325715,3603.0,3544.6,3568.7,MIXED
LIC Housing Finance Ltd.,LICHSGFIN,Financial Services,1997,-3.0259365994236433,1.9793541055024018,2.9248709615752158,9.564509564509564,0.6355140186915845,543.0,531.75,535.0,MIXED
LT Foods Ltd.,LTFOODS,Fast Moving Consumer Goods,13816,5.9807760768956895,17.45134139926355,8.821737541123428,-2.7124183006535922,1.6387845681119808,444.95,436.0,439.35,MIXED
LTM Ltd.,LTM,Information Technology,17818,-11.561312944384923,3.0787394423758148,4.078310905297898,0.3159732196124397,-2.8877005347593583,4700.0,4500.9,4675.0,MIXED
Larsen & Toubro Ltd.,LT,Construction,11483,12.327131352402112,-0.5360611798263881,2.691106654142019,-1.102689486552565,-0.02224529141331976,4060.0,4021.3,4045.8,MIXED
Latent View Analytics Ltd.,LATENTVIEW,Information Technology,6818,-35.05837044168973,-17.429227237949497,-14.674256799493984,-3.1238779174147178,-3.5050071530758267,284.6,275.2,279.6,BEARISH
Laurus Labs Ltd.,LAURUSLABS,Healthcare,19234,123.4799859960322,79.81220657276995,5.439929523180264,6.329816768461965,-1.212277534175909,1938.5,1910.1,1938.5,BULLISH
Leela Palaces Hotels & Resorts Ltd.,THELEELA,Consumer Services,757014,42.79634497433972,28.91852186687761,15.325515568135858,3.765690376569025,2.7285006753714502,560.95,547.55,555.25,BULLISH
Lemon Tree Hotels Ltd.,LEMONTREE,Consumer Services,2606,-35.92836036905265,-6.773712380450996,-2.7904849039341237,-2.127855563743554,-2.1008016216714283,108.8,105.12,108.53,BEARISH
Life Insurance Corporation of India,LICI,Financial Services,9480,-1.8963574915508787,-0.7078721079386237,-1.5775841770661616,-0.912646675358545,-0.9478672985781991,422.0,409.5,422.0,BEARISH
Linde India Ltd.,LINDEINDIA,Chemicals,1627,0.10974367014188288,-4.186360567184335,-5.329873980726465,-2.2278364722094626,-1.8219557195571956,6549.5,6491.0,6504.0,MIXED
Lloyds Metals And Energy Ltd.,LLOYDSME,Metals & Mining,17313,39.245810055865924,48.25278810408921,-12.33023937469468,-2.0254408473003296,-0.861783228372563,1850.0,1798.4,1810.2,MIXED
Lodha Developers Ltd.,LODHA,Realty,3220,0.5283905057451945,24.0529910991513,-3.645644921419682,-4.752066115702493,-5.9183673469387825,1274.0,1248.5,1274.0,MIXED
Lupin Ltd.,LUPIN,Healthcare,10440,15.488944007599345,-5.309160140192974,-9.383022774327118,0.018281535648998672,0.7782638728989221,2179.8,2153.0,2171.5,MIXED
MMTC Ltd.,MMTC,Services,17957,2.5662115479519696,6.5083703450632076,-0.49473348228534186,-3.4979105401640584,-1.1415887109560787,63.79,63.0,63.07,MIXED
MRF Ltd.,MRF,Automobile and Auto Components,2277,-5.115107658472562,-3.65928327030434,0.7343526399035927,-0.46142968779071936,1.2605996365838885,134000.0,131910.0,132080.0,MIXED
Mahanagar Gas Ltd.,MGL,Oil Gas & Consumable Fuels,17534,-14.579006231027321,-11.430464673237804,-4.569388665774212,-5.178682273654348,-2.1325279150649785,1107.8,1089.0,1092.6,BEARISH
Mahindra & Mahindra Financial Services Ltd.,M&MFIN,Financial Services,13285,46.87930695018705,1.912568306010929,-3.3052495139338953,-1.5051491946131474,-0.9559214020180623,384.35,375.2,376.6,MIXED
Mahindra & Mahindra Ltd.,M&M,Automobile and Auto Components,2031,2.5785278949835915,-1.5685451219146502,-3.4279829336471974,-3.8692481180984712,-1.5596880623875224,3351.7,3302.0,3334.0,MIXED
Manappuram Finance Ltd.,MANAPPURAM,Financial Services,19061,30.08223369669154,20.602836879432633,-8.53838913540406,-6.8346801807971485,-2.522212668386344,351.15,346.15,348.9,MIXED
Mangalore Refinery & Petrochemicals Ltd.,MRPL,Oil Gas & Consumable Fuels,2283,39.624651696443216,-9.622831680016969,0.2530304813463616,-1.9960883571099854,1.0917937459206095,172.4,168.0,168.53,MIXED
Mankind Pharma Ltd.,MANKIND,Healthcare,15380,-2.112163146394767,7.73547094188376,-2.040816326530616,1.8825015792798407,1.523353896512641,2422.1,2370.0,2382.9,MIXED
Marico Ltd.,MARICO,Fast Moving Consumer Goods,4067,12.970999517806705,5.242892896104732,-5.817492677884337,-3.084741756293585,-1.1631410835894629,840.7,826.45,829.65,MIXED
Maruti Suzuki India Ltd.,MARUTI,Automobile and Auto Components,10999,-8.410519910756541,-5.845148735056991,-4.826471828017423,-0.5359765051395007,1.278409090909091,13525.0,13318.0,13376.0,BEARISH
Max Financial Services Ltd.,MFSL,Financial Services,2142,-1.8162526526026797,-12.934469780827987,4.943295530353563,0.21021786214804145,0.5561237535157132,1588.3,1553.6,1564.4,MIXED
Max Healthcare Institute Ltd.,MAXHEALTH,Healthcare,22377,-9.720176730486013,-3.829826504245109,-5.134274010013663,5.209490156486614,2.7610689281135867,1017.5,1001.8,1014.1,MIXED
